1|0.0|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
2|0.021445|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|52|0|0|0
3|4.563347|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|58|0|0|0
4|4.563353|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|58|0|0|0
5|4.616587|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|74|0|0|0
6|4.641323|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|86|0|0|0
7|4.64183|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|60|0|0|0
8|4.666639|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|60|0|0|0
9|4.666698|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
10|4.666803|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|245|0|0|0
11|4.691897|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|52|0|0|0
12|4.691897|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|2848|0|0|0
13|4.691936|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
14|4.691959|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|1450|0|0|0
15|4.691966|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
16|4.692176|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|1450|0|0|0
17|4.692192|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
18|4.692392|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|1450|0|0|0
19|4.692409|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
20|4.692609|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|1450|0|0|0
21|4.692625|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
22|4.693535|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|5644|0|0|0
23|4.693554|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
24|4.716366|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|2848|0|0|0
25|4.716395|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
26|4.71761|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|8440|0|0|0
27|4.71761|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|1450|0|0|0
28|4.717659|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
29|4.717669|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
30|4.718246|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|1450|0|0|0
31|4.718246|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|1450|0|0|0
32|4.718275|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
33|4.718299|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
34|4.718566|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|1450|0|0|0
35|4.718581|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
36|4.718727|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|1450|0|0|0
37|4.718743|18:d6:c7:fc:e6:ee|8c:04:ba:28:df:e2|52|0|0|0
38|4.718856|8c:04:ba:28:df:e2|18:d6:c7:fc:e6:ee|1450|0|0|0
